timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1776778134710,1,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,149,1,1,null,0,0,0
1776778135126,1,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778135541,0,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,145,1,1,null,0,0,0
1776778135944,1,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778136352,0,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,145,1,1,null,0,0,0
1776778136759,1,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778137162,24,Verify 5 BM Questions Sent,200,Verified 5 BM questions sent,Virtual Student 1-1,text,true,,94,0,1,1,null,0,0,0
1776778137594,11,Initialize BI Question Counter,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778138026,1,WS Send BI Question,200,OK,Virtual Student 1-1,,true,,0,150,1,1,null,0,0,0
1776778138428,20,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778138860,1,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778139278,1,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778139693,1,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778140104,0,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778140514,0,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778140926,599,WS Read BI AI Tutor Chunk,Sampler error: unexpected frame type (close).,Received: Close frame with status code null and close reason 'null',Virtual Student 1-1,,false,,0,0,1,1,null,0,0,0
0,0,WS Read BI AI Tutor Chunk,Sampler error,"Sampler configured for using existing connection, but there is no connection",Virtual Student 1-1,,false,,0,0,1,1,null,0,0,0
0,0,WS Read BI AI Tutor Chunk,Sampler error,"Sampler configured for using existing connection, but there is no connection",Virtual Student 1-1,,false,,0,0,1,1,null,0,0,0
0,0,WS Send BI Question,Sampler error,"Sampler configured for using existing connection, but there is no connection",Virtual Student 1-1,,false,,0,0,1,1,null,0,0,0
1776778143144,1,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
0,0,WS Send BI Question,Sampler error,"Sampler configured for using existing connection, but there is no connection",Virtual Student 1-1,,false,,0,0,1,1,null,0,0,0
1776778143960,1,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
0,0,WS Send BI Question,Sampler error,"Sampler configured for using existing connection, but there is no connection",Virtual Student 1-1,,false,,0,0,1,1,null,0,0,0
1776778144781,1,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
0,0,WS Send BI Question,Sampler error,"Sampler configured for using existing connection, but there is no connection",Virtual Student 1-1,,false,,0,0,1,1,null,0,0,0
1776778145595,1,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778146009,22,Verify 5 BI Questions Sent,200,Verified 5 BI questions sent,Virtual Student 1-1,text,true,,94,0,1,1,null,0,0,0
